WWR-NS,WWR-EW,ShadeDepth,SHGC,VLT,ExWall,EUI (kWh/m2),ELECp (W/m2),CLGp (W/m2),Daylight Autonomy,Excessive Daylight,OT26% - Patient North,OT26% - Patient South,img,EUI Saved(-)Wasted(+),REF_ELECp,REF_CLGp,REF_DA,REF_ExcDA
40,20,900,0.34,0.42,1,123.31,21.68,47.33,46.72,0.85,1.62,1.64,WWR-NS1_WWR-EW0_ShadeDepth3_SHGCVLT1_ExWall1.png,-2.17,-2.74,-3.47,29.86,-77.39
60,20,900,0.34,0.42,1,128.82,23.34,52.34,68.8,2.09,12.93,6.42,WWR-NS2_WWR-EW0_ShadeDepth3_SHGCVLT1_ExWall1.png,2.20,4.71,6.75,-3.29,-44.41
80,20,900,0.34,0.42,1,136.4,25.34,57.88,77.33,3.99,27.11,12.87,WWR-NS3_WWR-EW0_ShadeDepth3_SHGCVLT1_ExWall1.png,8.21,13.68,18.05,-16.09,6.12
20,40,900,0.34,0.42,1,120.09,20.79,44.96,22.93,0.61,0,0,WWR-NS0_WWR-EW1_ShadeDepth3_SHGCVLT1_ExWall1.png,-4.73,-6.73,-8.30,65.58,-83.78
40,40,900,0.34,0.42,1,123.97,21.89,47.98,50.21,0.91,1.58,1.7,WWR-NS1_WWR-EW1_ShadeDepth3_SHGCVLT1_ExWall1.png,-1.65,-1.79,-2.14,24.62,-75.80
60,40,900,0.34,0.42,1,129.38,23.48,52.7,71.36,2.15,12.96,6.62,WWR-NS2_WWR-EW1_ShadeDepth3_SHGCVLT1_ExWall1.png,2.64,5.34,7.49,-7.13,-42.82
80,40,900,0.34,0.42,1,136.95,25.45,58.24,79.44,4.05,27.11,13.04,WWR-NS3_WWR-EW1_ShadeDepth3_SHGCVLT1_ExWall1.png,8.65,14.18,18.78,-19.26,7.71
20,60,900,0.34,0.42,1,120.65,21.03,45.75,28.5,0.83,0,0,WWR-NS0_WWR-EW2_ShadeDepth3_SHGCVLT1_ExWall1.png,-4.28,-5.65,-6.69,57.21,-77.93
40,60,900,0.34,0.42,1,125.05,22.19,48.78,54.88,1.13,1.51,1.76,WWR-NS1_WWR-EW2_ShadeDepth3_SHGCVLT1_ExWall1.png,-0.79,-0.45,-0.51,17.61,-69.95
60,60,900,0.34,0.42,1,130.35,23.74,53.25,74.74,2.37,12.97,6.83,WWR-NS2_WWR-EW2_ShadeDepth3_SHGCVLT1_ExWall1.png,3.41,6.51,8.61,-12.21,-36.97
80,60,900,0.34,0.42,1,137.84,25.64,58.77,82.43,4.28,27.13,13.13,WWR-NS3_WWR-EW2_ShadeDepth3_SHGCVLT1_ExWall1.png,9.35,15.03,19.87,-23.75,13.83
20,80,900,0.34,0.42,1,121.8,21.31,46.57,32.74,1.13,0,0,WWR-NS0_WWR-EW3_ShadeDepth3_SHGCVLT1_ExWall1.png,-3.37,-4.40,-5.02,50.85,-69.95
40,80,900,0.34,0.42,1,126.26,22.48,49.55,58.24,1.43,1.5,1.87,WWR-NS1_WWR-EW3_ShadeDepth3_SHGCVLT1_ExWall1.png,0.17,0.85,1.06,12.57,-61.97
60,80,900,0.34,0.42,1,131.57,24.08,53.91,77.21,2.68,13.06,7.11,WWR-NS2_WWR-EW3_ShadeDepth3_SHGCVLT1_ExWall1.png,4.38,8.03,9.95,-15.91,-28.72
80,80,900,0.34,0.42,1,138.85,25.85,59.28,84.69,4.6,27.15,13.28,WWR-NS3_WWR-EW3_ShadeDepth3_SHGCVLT1_ExWall1.png,10.15,15.97,20.91,-27.14,22.34
20,20,0,0.46,0.54,1,125.97,22.11,48.53,32.41,1.76,1.1,1.19,WWR-NS0_WWR-EW0_ShadeDepth0_SHGCVLT2_ExWall1.png,-0.06,-0.81,-1.02,51.34,-53.19
40,20,0,0.46,0.54,1,135.31,24.5,55.29,63.05,3.46,21.31,8.46,WWR-NS1_WWR-EW0_ShadeDepth0_SHGCVLT2_ExWall1.png,7.35,9.91,12.77,5.34,-7.98
60,20,0,0.46,0.54,1,145.85,27.13,62.45,77.35,5.94,34.55,17,WWR-NS2_WWR-EW0_ShadeDepth0_SHGCVLT2_ExWall1.png,15.71,21.71,27.37,-16.12,57.98
80,20,0,0.46,0.54,1,156.49,29.67,69.4,83.61,8.46,41.43,24.53,WWR-NS3_WWR-EW0_ShadeDepth0_SHGCVLT2_ExWall1.png,24.15,33.11,41.55,-25.52,125.00
20,40,0,0.46,0.54,1,127.73,22.6,49.81,37.46,2.05,1.12,1.3,WWR-NS0_WWR-EW1_ShadeDepth0_SHGCVLT2_ExWall1.png,1.33,1.39,1.59,43.76,-45.48
40,40,0,0.46,0.54,1,138.02,25.05,56.55,66.59,3.76,21.52,8.69,WWR-NS1_WWR-EW1_ShadeDepth0_SHGCVLT2_ExWall1.png,9.50,12.38,15.34,0.03,0.00
60,40,0,0.46,0.54,1,147.34,27.42,63.54,80.11,6.25,34.57,17.27,WWR-NS2_WWR-EW1_ShadeDepth0_SHGCVLT2_ExWall1.png,16.89,23.01,29.59,-20.27,66.22
80,40,0,0.46,0.54,1,157.93,30,70.23,86.29,8.79,41.44,24.74,WWR-NS3_WWR-EW1_ShadeDepth0_SHGCVLT2_ExWall1.png,25.29,34.59,43.24,-29.55,133.78
20,60,0,0.46,0.54,1,129.49,23.04,51.06,42.98,2.44,1.12,1.44,WWR-NS0_WWR-EW2_ShadeDepth0_SHGCVLT2_ExWall1.png,2.73,3.36,4.14,35.48,-35.11
40,60,0,0.46,0.54,1,139.73,25.49,57.72,70.52,4.17,21.53,9.09,WWR-NS1_WWR-EW2_ShadeDepth0_SHGCVLT2_ExWall1.png,10.85,14.36,17.72,-5.87,10.90
60,60,0,0.46,0.54,1,148.98,27.84,64.61,83.32,6.69,34.61,17.61,WWR-NS2_WWR-EW2_ShadeDepth0_SHGCVLT2_ExWall1.png,18.19,24.90,31.78,-25.09,77.93
80,60,0,0.46,0.54,1,159.34,30.34,71.18,89.24,9.25,41.44,24.98,WWR-NS3_WWR-EW2_ShadeDepth0_SHGCVLT2_ExWall1.png,26.41,36.11,45.18,-33.97,146.01
20,80,0,0.46,0.54,1,131.46,23.26,52.24,46.95,2.82,1.19,1.62,WWR-NS0_WWR-EW3_ShadeDepth0_SHGCVLT2_ExWall1.png,4.29,4.35,6.55,29.52,-25.00
40,80,0,0.46,0.54,1,141.43,25.91,58.87,73.43,4.57,21.59,9.63,WWR-NS1_WWR-EW3_ShadeDepth0_SHGCVLT2_ExWall1.png,12.20,16.24,20.07,-10.24,21.54
60,80,0,0.46,0.54,1,150.59,28.25,65.65,85.6,7.12,34.62,18.03,WWR-NS2_WWR-EW3_ShadeDepth0_SHGCVLT2_ExWall1.png,19.47,26.74,33.90,-28.51,89.36
80,80,0,0.46,0.54,1,160.81,30.68,72.16,91.05,9.69,41.44,25.39,WWR-NS3_WWR-EW3_ShadeDepth0_SHGCVLT2_ExWall1.png,27.58,37.64,47.18,-36.69,157.71
20,20,300,0.46,0.54,1,124.36,21.73,47.56,30.4,1.27,0.25,0.47,WWR-NS0_WWR-EW0_ShadeDepth1_SHGCVLT2_ExWall1.png,-1.34,-2.51,-3.00,54.36,-66.22
40,20,300,0.46,0.54,1,132.21,23.76,53.36,61.59,2.41,15.15,6.26,WWR-NS1_WWR-EW0_ShadeDepth1_SHGCVLT2_ExWall1.png,4.89,6.59,8.83,7.54,-35.90
60,20,300,0.46,0.54,1,142.36,26.31,60.38,76.66,4.76,31.63,14.7,WWR-NS2_WWR-EW0_ShadeDepth1_SHGCVLT2_ExWall1.png,12.94,18.03,23.15,-15.09,26.60
80,20,300,0.46,0.54,1,152.93,28.92,67.48,83.17,7.28,39.52,22.82,WWR-NS3_WWR-EW0_ShadeDepth1_SHGCVLT2_ExWall1.png,21.32,29.74,37.63,-24.86,93.62
20,40,300,0.46,0.54,1,125.87,22.16,48.71,35.44,1.46,0.25,0.53,WWR-NS0_WWR-EW1_ShadeDepth1_SHGCVLT2_ExWall1.png,-0.14,-0.58,-0.65,46.79,-61.17
40,40,300,0.46,0.54,1,133.67,24.14,54.42,65.11,2.61,15.22,6.38,WWR-NS1_WWR-EW1_ShadeDepth1_SHGCVLT2_ExWall1.png,6.05,8.30,10.99,2.25,-30.59
60,40,300,0.46,0.54,1,143.62,26.56,61.18,79.45,4.97,31.64,14.93,WWR-NS2_WWR-EW1_ShadeDepth1_SHGCVLT2_ExWall1.png,13.94,19.16,24.78,-19.28,32.18
80,40,300,0.46,0.54,1,154.14,29.21,68.19,85.89,7.5,39.54,22.98,WWR-NS3_WWR-EW1_ShadeDepth1_SHGCVLT2_ExWall1.png,22.28,31.05,39.08,-28.94,99.47
20,60,300,0.46,0.54,1,127.8,22.57,49.86,41.04,1.84,0.3,0.61,WWR-NS0_WWR-EW2_ShadeDepth1_SHGCVLT2_ExWall1.png,1.39,1.26,1.69,38.39,-51.06
40,60,300,0.46,0.54,1,136.29,24.68,55.63,69.26,3,15.67,6.75,WWR-NS1_WWR-EW2_ShadeDepth1_SHGCVLT2_ExWall1.png,8.12,10.72,13.46,-3.98,-20.21
60,60,300,0.46,0.54,1,145.1,26.9,62.08,82.6,5.39,31.64,15.21,WWR-NS2_WWR-EW2_ShadeDepth1_SHGCVLT2_ExWall1.png,15.11,20.68,26.62,-24.01,43.35
80,60,300,0.46,0.54,1,155.5,29.56,69,88.77,7.94,39.54,23.23,WWR-NS3_WWR-EW2_ShadeDepth1_SHGCVLT2_ExWall1.png,23.36,32.62,40.73,-33.27,111.17
20,80,300,0.46,0.54,1,129.46,23,51.08,45.24,2.23,0.29,0.72,WWR-NS0_WWR-EW3_ShadeDepth1_SHGCVLT2_ExWall1.png,2.71,3.19,4.18,32.08,-40.69
40,80,300,0.46,0.54,1,137.96,25.1,56.75,72.19,3.41,15.66,7.1,WWR-NS1_WWR-EW3_ShadeDepth1_SHGCVLT2_ExWall1.png,9.45,12.61,15.75,-8.38,-9.31
60,80,300,0.46,0.54,1,146.73,27.34,63.02,84.95,5.82,31.66,15.67,WWR-NS2_WWR-EW3_ShadeDepth1_SHGCVLT2_ExWall1.png,16.41,22.66,28.53,-27.53,54.79
80,80,300,0.46,0.54,1,156.89,29.87,69.86,90.71,8.4,39.55,23.5,WWR-NS3_WWR-EW3_ShadeDepth1_SHGCVLT2_ExWall1.png,24.47,34.01,42.48,-36.18,123.40
20,20,600,0.46,0.54,1,123.19,21.47,46.9,29.01,0.98,0.05,0.22,WWR-NS0_WWR-EW0_ShadeDepth2_SHGCVLT2_ExWall1.png,-2.27,-3.68,-4.34,56.45,-73.94
40,20,600,0.46,0.54,1,129.62,23.14,51.8,60.25,1.69,9.52,4.5,WWR-NS1_WWR-EW0_ShadeDepth2_SHGCVLT2_ExWall1.png,2.83,3.81,5.65,9.55,-55.05
60,20,600,0.46,0.54,1,139.24,25.56,58.74,75.96,3.66,28.36,12.82,WWR-NS2_WWR-EW0_ShadeDepth2_SHGCVLT2_ExWall1.png,10.46,14.67,19.80,-14.04,-2.66
80,20,600,0.46,0.54,1,149.66,28.23,65.72,82.75,6.18,37.61,20.94,WWR-NS3_WWR-EW0_ShadeDepth2_SHGCVLT2_ExWall1.png,18.73,26.65,34.04,-24.23,64.36
20,40,600,0.46,0.54,1,124.73,21.82,47.86,34.03,1.11,0.05,0.23,WWR-NS0_WWR-EW1_ShadeDepth2_SHGCVLT2_ExWall1.png,-1.05,-2.11,-2.39,48.91,-70.48
40,40,600,0.46,0.54,1,130.85,23.47,52.66,63.96,1.83,9.55,4.68,WWR-NS1_WWR-EW1_ShadeDepth2_SHGCVLT2_ExWall1.png,3.81,5.29,7.40,3.98,-51.33
60,40,600,0.46,0.54,1,140.28,25.77,59.39,78.79,3.79,28.38,13.04,WWR-NS2_WWR-EW1_ShadeDepth2_SHGCVLT2_ExWall1.png,11.29,15.61,21.13,-18.29,0.80
80,40,600,0.46,0.54,1,150.66,28.49,66.31,85.42,6.32,37.63,21.2,WWR-NS3_WWR-EW1_ShadeDepth2_SHGCVLT2_ExWall1.png,19.52,27.82,35.24,-28.24,68.09
20,60,600,0.46,0.54,1,126.25,22.23,49.02,39.65,1.44,0.05,0.25,WWR-NS0_WWR-EW2_ShadeDepth2_SHGCVLT2_ExWall1.png,0.16,-0.27,-0.02,40.47,-61.70
40,60,600,0.46,0.54,1,133.38,24,53.82,68.1,2.17,10.06,4.91,WWR-NS1_WWR-EW2_ShadeDepth2_SHGCVLT2_ExWall1.png,5.82,7.67,9.77,-2.24,-42.29
60,60,600,0.46,0.54,1,141.58,26.05,60.15,81.98,4.16,28.38,13.29,WWR-NS2_WWR-EW2_ShadeDepth2_SHGCVLT2_ExWall1.png,12.32,16.87,22.68,-23.07,10.64
80,60,600,0.46,0.54,1,151.9,28.77,67.07,88.39,6.71,37.63,21.4,WWR-NS3_WWR-EW2_ShadeDepth2_SHGCVLT2_ExWall1.png,20.51,29.07,36.79,-32.70,78.46
20,80,600,0.46,0.54,1,127.88,22.61,50.12,43.95,1.82,0.05,0.32,WWR-NS0_WWR-EW3_ShadeDepth2_SHGCVLT2_ExWall1.png,1.45,1.44,2.22,34.02,-51.60
40,80,600,0.46,0.54,1,135.08,24.39,54.85,71.05,2.56,10.1,5.22,WWR-NS1_WWR-EW3_ShadeDepth2_SHGCVLT2_ExWall1.png,7.16,9.42,11.87,-6.67,-31.91
60,80,600,0.46,0.54,1,143.24,26.49,61.06,84.39,4.57,28.41,13.62,WWR-NS2_WWR-EW3_ShadeDepth2_SHGCVLT2_ExWall1.png,13.64,18.84,24.54,-26.69,21.54
80,80,600,0.46,0.54,1,153.33,29.06,67.87,90.33,7.15,37.63,21.75,WWR-NS3_WWR-EW3_ShadeDepth2_SHGCVLT2_ExWall1.png,21.64,30.37,38.43,-35.61,90.16
20,20,900,0.46,0.54,1,122.64,21.31,46.47,27.86,0.79,0,0.15,WWR-NS0_WWR-EW0_ShadeDepth3_SHGCVLT2_ExWall1.png,-2.71,-4.40,-5.22,58.17,-78.99
40,20,900,0.46,0.54,1,127.52,22.63,50.65,59.05,1.19,5.67,3.13,WWR-NS1_WWR-EW0_ShadeDepth3_SHGCVLT2_ExWall1.png,1.17,1.53,3.30,11.35,-68.35
60,20,900,0.46,0.54,1,136.46,24.92,57.25,75.32,2.82,24.99,11.2,WWR-NS2_WWR-EW0_ShadeDepth3_SHGCVLT2_ExWall1.png,8.26,11.80,16.77,-13.08,-25.00
80,20,900,0.46,0.54,1,146.7,27.6,64.12,82.35,5.22,35.83,19.25,WWR-NS3_WWR-EW0_ShadeDepth3_SHGCVLT2_ExWall1.png,16.38,23.82,30.78,-23.63,38.83
20,40,900,0.46,0.54,1,123.64,21.6,47.32,32.88,0.87,0,0.15,WWR-NS0_WWR-EW1_ShadeDepth3_SHGCVLT2_ExWall1.png,-1.91,-3.10,-3.49,50.64,-76.86
40,40,900,0.46,0.54,1,128.51,22.89,51.23,62.7,1.28,5.72,3.2,WWR-NS1_WWR-EW1_ShadeDepth3_SHGCVLT2_ExWall1.png,1.95,2.69,4.49,5.87,-65.96
60,40,900,0.46,0.54,1,137.27,25.08,57.68,78.09,2.91,25.02,11.37,WWR-NS2_WWR-EW1_ShadeDepth3_SHGCVLT2_ExWall1.png,8.90,12.52,17.64,-17.23,-22.61
80,40,900,0.46,0.54,1,147.49,27.77,64.57,84.99,5.31,35.83,19.34,WWR-NS3_WWR-EW1_ShadeDepth3_SHGCVLT2_ExWall1.png,17.01,24.59,31.69,-27.59,41.22
20,60,900,0.46,0.54,1,125.05,21.95,48.35,38.57,1.15,0,0.17,WWR-NS0_WWR-EW2_ShadeDepth3_SHGCVLT2_ExWall1.png,-0.79,-1.53,-1.39,42.10,-69.41
40,60,900,0.46,0.54,1,130.95,23.37,52.16,66.96,1.57,6.28,3.32,WWR-NS1_WWR-EW2_ShadeDepth3_SHGCVLT2_ExWall1.png,3.89,4.85,6.38,-0.53,-58.24
60,60,900,0.46,0.54,1,138.51,25.34,58.34,81.37,3.22,25.05,11.63,WWR-NS2_WWR-EW2_ShadeDepth3_SHGCVLT2_ExWall1.png,9.88,13.68,18.99,-22.16,-14.36
80,60,900,0.46,0.54,1,148.69,28.01,65.28,88.01,5.62,35.84,19.54,WWR-NS3_WWR-EW2_ShadeDepth3_SHGCVLT2_ExWall1.png,17.96,25.66,33.14,-32.13,49.47
20,80,900,0.46,0.54,1,126.65,22.32,49.42,42.88,1.53,0,0.18,WWR-NS0_WWR-EW3_ShadeDepth3_SHGCVLT2_ExWall1.png,0.48,0.13,0.80,35.63,-59.31
40,80,900,0.46,0.54,1,132.63,23.74,53.08,69.97,1.95,6.27,3.63,WWR-NS1_WWR-EW3_ShadeDepth3_SHGCVLT2_ExWall1.png,5.22,6.51,8.26,-5.04,-48.14
60,80,900,0.46,0.54,1,140.11,25.72,59.18,83.75,3.62,25.07,11.94,WWR-NS2_WWR-EW3_ShadeDepth3_SHGCVLT2_ExWall1.png,11.15,15.39,20.70,-25.73,-3.72
80,80,900,0.46,0.54,1,150.08,28.27,66,90.01,6.06,35.84,19.81,WWR-NS3_WWR-EW3_ShadeDepth3_SHGCVLT2_ExWall1.png,19.06,26.83,34.61,-35.13,61.17
20,20,0,0.58,0.66,1,130.06,22.91,50.76,43.07,2.07,4.04,2.51,WWR-NS0_WWR-EW0_ShadeDepth0_SHGCVLT3_ExWall1.png,3.18,2.78,3.53,35.34,-44.95
40,20,0,0.58,0.66,1,141.75,25.72,58.66,69.82,4.12,29.52,12.37,WWR-NS1_WWR-EW0_ShadeDepth0_SHGCVLT3_ExWall1.png,12.46,15.39,19.64,-4.82,9.57
60,20,0,0.58,0.66,1,154.68,29.08,67.2,81.24,7.18,41.26,23.49,WWR-NS2_WWR-EW0_ShadeDepth0_SHGCVLT3_ExWall1.png,22.71,30.46,37.06,-21.96,90.96
80,20,0,0.58,0.66,1,167.9,31.73,75.87,87.61,10.2,47.29,31.7,WWR-NS3_WWR-EW0_ShadeDepth0_SHGCVLT3_ExWall1.png,33.20,42.35,54.74,-31.53,171.28
20,40,0,0.58,0.66,1,132.23,23.26,52.29,48.37,2.42,4.06,2.75,WWR-NS0_WWR-EW1_ShadeDepth0_SHGCVLT3_ExWall1.png,4.90,4.35,6.65,27.38,-35.64
40,40,0,0.58,0.66,1,143.8,26.2,60.05,73.6,4.51,29.53,12.73,WWR-NS1_WWR-EW1_ShadeDepth0_SHGCVLT3_ExWall1.png,14.08,17.54,22.48,-10.49,19.95
60,40,0,0.58,0.66,1,156.48,29.42,68.41,84.47,7.59,41.27,23.73,WWR-NS2_WWR-EW1_ShadeDepth0_SHGCVLT3_ExWall1.png,24.14,31.99,39.53,-26.81,101.86
80,40,0,0.58,0.66,1,169.35,32.17,76.85,90.29,10.63,47.32,31.84,WWR-NS3_WWR-EW1_ShadeDepth0_SHGCVLT3_ExWall1.png,34.35,44.32,56.74,-35.55,182.71
20,60,0,0.58,0.66,1,134.42,23.78,53.77,53.46,2.9,4.17,2.92,WWR-NS0_WWR-EW2_ShadeDepth0_SHGCVLT3_ExWall1.png,6.64,6.68,9.67,19.74,-22.87
40,60,0,0.58,0.66,1,146.84,26.83,61.52,77.09,5.02,29.6,13.24,WWR-NS1_WWR-EW2_ShadeDepth0_SHGCVLT3_ExWall1.png,16.49,20.37,25.47,-15.73,33.51
60,60,0,0.58,0.66,1,158.39,29.85,69.71,87.54,8.14,41.32,24.16,WWR-NS2_WWR-EW2_ShadeDepth0_SHGCVLT3_ExWall1.png,25.66,33.92,42.18,-31.42,116.49
80,60,0,0.58,0.66,1,171.02,32.56,77.85,92.43,11.24,47.33,32.02,WWR-NS3_WWR-EW2_ShadeDepth0_SHGCVLT3_ExWall1.png,35.68,46.07,58.78,-38.76,198.94
20,80,0,0.58,0.66,1,136.55,24.26,55.21,57.4,3.36,4.21,3.22,WWR-NS0_WWR-EW3_ShadeDepth0_SHGCVLT3_ExWall1.png,8.33,8.84,12.60,13.83,-10.64
40,80,0,0.58,0.66,1,148.94,27.32,62.89,79.94,5.51,29.6,13.85,WWR-NS1_WWR-EW3_ShadeDepth0_SHGCVLT3_ExWall1.png,18.16,22.57,28.27,-20.01,46.54
60,80,0,0.58,0.66,1,160.36,30.3,70.98,89.71,8.69,41.37,24.58,WWR-NS2_WWR-EW3_ShadeDepth0_SHGCVLT3_ExWall1.png,27.22,35.94,44.77,-34.68,131.12
80,80,0,0.58,0.66,1,172.74,32.95,78.9,93.75,11.84,47.33,32.29,WWR-NS3_WWR-EW3_ShadeDepth0_SHGCVLT3_ExWall1.png,37.04,47.82,60.92,-40.74,214.89
20,20,300,0.58,0.66,1,128.14,22.46,49.61,40.93,1.52,1.53,1.45,WWR-NS0_WWR-EW0_ShadeDepth1_SHGCVLT3_ExWall1.png,1.66,0.76,1.18,38.55,-59.57
40,20,300,0.58,0.66,1,138.03,24.87,56.5,68.66,2.93,24.2,9.79,WWR-NS1_WWR-EW0_ShadeDepth1_SHGCVLT3_ExWall1.png,9.50,11.57,15.24,-3.08,-22.07
60,20,300,0.58,0.66,1,150.43,28.12,64.93,80.73,5.8,38.45,20.57,WWR-NS2_WWR-EW0_ShadeDepth1_SHGCVLT3_ExWall1.png,19.34,26.16,32.43,-21.20,54.26
80,20,300,0.58,0.66,1,163.37,30.88,73.48,87.17,8.82,45.49,29.53,WWR-NS3_WWR-EW0_ShadeDepth1_SHGCVLT3_ExWall1.png,29.61,38.54,49.87,-30.87,134.57
20,40,300,0.58,0.66,1,130.03,22.96,50.93,46.32,1.77,1.54,1.54,WWR-NS0_WWR-EW1_ShadeDepth1_SHGCVLT3_ExWall1.png,3.16,3.01,3.88,30.46,-52.93
40,40,300,0.58,0.66,1,139.71,25.24,57.58,72.47,3.2,24.26,10.19,WWR-NS1_WWR-EW1_ShadeDepth1_SHGCVLT3_ExWall1.png,10.84,13.23,17.44,-8.80,-14.89
60,40,300,0.58,0.66,1,151.95,28.4,65.88,83.92,6.08,38.47,20.86,WWR-NS2_WWR-EW1_ShadeDepth1_SHGCVLT3_ExWall1.png,20.55,27.41,34.37,-25.99,61.70
80,40,300,0.58,0.66,1,164.81,31.21,74.31,89.91,9.13,45.5,29.7,WWR-NS3_WWR-EW1_ShadeDepth1_SHGCVLT3_ExWall1.png,30.75,40.02,51.56,-34.98,142.82
20,60,300,0.58,0.66,1,132.08,23.46,52.37,51.56,2.23,1.56,1.74,WWR-NS0_WWR-EW2_ShadeDepth1_SHGCVLT3_ExWall1.png,4.78,5.25,6.81,22.59,-40.69
40,60,300,0.58,0.66,1,141.73,25.77,58.96,76.1,3.68,24.37,10.61,WWR-NS1_WWR-EW2_ShadeDepth1_SHGCVLT3_ExWall1.png,12.44,15.61,20.25,-14.25,-2.13
60,60,300,0.58,0.66,1,153.69,28.74,67.01,87.04,6.62,38.49,21.23,WWR-NS2_WWR-EW2_ShadeDepth1_SHGCVLT3_ExWall1.png,21.93,28.94,36.67,-30.67,76.06
80,60,300,0.58,0.66,1,166.4,31.62,75.28,92.15,9.71,45.56,29.87,WWR-NS3_WWR-EW2_ShadeDepth1_SHGCVLT3_ExWall1.png,32.01,41.86,53.54,-38.34,158.24
20,80,300,0.58,0.66,1,134.47,23.74,53.8,55.66,2.7,1.64,1.87,WWR-NS0_WWR-EW3_ShadeDepth1_SHGCVLT3_ExWall1.png,6.68,6.51,9.73,16.44,-28.19
40,80,300,0.58,0.66,1,144.76,26.39,60.42,78.94,4.18,24.79,11.1,WWR-NS1_WWR-EW3_ShadeDepth1_SHGCVLT3_ExWall1.png,14.84,18.39,23.23,-18.51,11.17
60,80,300,0.58,0.66,1,155.67,28.99,68.17,89.21,7.16,38.5,21.66,WWR-NS2_WWR-EW3_ShadeDepth1_SHGCVLT3_ExWall1.png,23.50,30.06,39.04,-33.93,90.43
80,80,300,0.58,0.66,1,168.12,32.01,76.34,93.49,10.31,45.58,30.21,WWR-NS3_WWR-EW3_ShadeDepth1_SHGCVLT3_ExWall1.png,33.38,43.61,55.70,-40.35,174.20
20,20,600,0.58,0.66,1,126.75,22.15,48.83,39.42,1.2,0.46,0.78,WWR-NS0_WWR-EW0_ShadeDepth2_SHGCVLT3_ExWall1.png,0.56,-0.63,-0.41,40.82,-68.09
40,20,600,0.58,0.66,1,134.91,24.14,54.79,67.59,2.09,17.6,7.53,WWR-NS1_WWR-EW0_ShadeDepth2_SHGCVLT3_ExWall1.png,7.03,8.30,11.75,-1.47,-44.41
60,20,600,0.58,0.66,1,146.65,26.99,62.89,80.13,4.54,35.33,17.98,WWR-NS2_WWR-EW0_ShadeDepth2_SHGCVLT3_ExWall1.png,16.34,21.09,28.27,-20.30,20.74
80,20,600,0.58,0.66,1,159.46,30.05,71.29,86.83,7.56,43.39,27.58,WWR-NS3_WWR-EW0_ShadeDepth2_SHGCVLT3_ExWall1.png,26.51,34.81,45.40,-30.36,101.06
20,40,600,0.58,0.66,1,128.3,22.57,50.01,44.75,1.36,0.46,0.84,WWR-NS0_WWR-EW1_ShadeDepth2_SHGCVLT3_ExWall1.png,1.79,1.26,2.00,32.82,-63.83
40,40,600,0.58,0.66,1,136.3,24.46,55.61,71.45,2.26,17.61,7.92,WWR-NS1_WWR-EW1_ShadeDepth2_SHGCVLT3_ExWall1.png,8.13,9.74,13.42,-7.27,-39.89
60,40,600,0.58,0.66,1,147.9,27.24,63.69,83.37,4.73,35.33,18.18,WWR-NS2_WWR-EW1_ShadeDepth2_SHGCVLT3_ExWall1.png,17.33,22.21,29.90,-25.16,25.80
80,40,600,0.58,0.66,1,160.63,30.34,71.96,89.56,7.77,43.39,27.73,WWR-NS3_WWR-EW1_ShadeDepth2_SHGCVLT3_ExWall1.png,27.43,36.11,46.77,-34.45,106.65
20,60,600,0.58,0.66,1,130.48,23.05,51.35,50.11,1.76,0.47,0.92,WWR-NS0_WWR-EW2_ShadeDepth2_SHGCVLT3_ExWall1.png,3.51,3.41,4.73,24.77,-53.19
40,60,600,0.58,0.66,1,138.22,24.97,56.83,75.14,2.69,17.81,8.36,WWR-NS1_WWR-EW2_ShadeDepth2_SHGCVLT3_ExWall1.png,9.65,12.02,15.91,-12.81,-28.46
60,60,600,0.58,0.66,1,149.5,27.55,64.72,86.53,5.2,35.34,18.54,WWR-NS2_WWR-EW2_ShadeDepth2_SHGCVLT3_ExWall1.png,18.60,23.60,32.00,-29.91,38.30
80,60,600,0.58,0.66,1,162.18,30.73,72.89,91.86,8.28,43.4,27.92,WWR-NS3_WWR-EW2_ShadeDepth2_SHGCVLT3_ExWall1.png,28.66,37.86,48.66,-37.91,120.21
20,80,600,0.58,0.66,1,132.55,23.53,52.72,54.26,2.22,0.46,1.08,WWR-NS0_WWR-EW3_ShadeDepth2_SHGCVLT3_ExWall1.png,5.16,5.56,7.53,18.54,-40.96
40,80,600,0.58,0.66,1,141.25,25.57,58.18,78.01,3.18,18.79,8.93,WWR-NS1_WWR-EW3_ShadeDepth2_SHGCVLT3_ExWall1.png,12.06,14.72,18.66,-17.11,-15.43
60,80,600,0.58,0.66,1,151.44,27.99,65.79,88.74,5.73,35.39,18.9,WWR-NS2_WWR-EW3_ShadeDepth2_SHGCVLT3_ExWall1.png,20.14,25.57,34.18,-33.22,52.39
80,80,600,0.58,0.66,1,163.9,31.09,73.87,93.24,8.87,43.42,28.15,WWR-NS3_WWR-EW3_ShadeDepth2_SHGCVLT3_ExWall1.png,30.03,39.48,50.66,-39.98,135.90
20,20,900,0.58,0.66,1,125.99,21.96,48.34,38.22,0.98,0.15,0.49,WWR-NS0_WWR-EW0_ShadeDepth3_SHGCVLT3_ExWall1.png,-0.05,-1.48,-1.41,42.62,-73.94
40,20,900,0.58,0.66,1,132.35,23.58,53.39,66.63,1.5,11.42,5.67,WWR-NS1_WWR-EW0_ShadeDepth3_SHGCVLT3_ExWall1.png,5.00,5.79,8.89,-0.03,-60.11
